"","scopusID","doi","pmid","authors","affiliations","countries","year","articletitle","journal","volume","issue","pages","keywords","abstract","ptype","timescited"
"45","2-s2.0-85053488820","10.1007/978-981-13-1501-5_65",NA,"Islam M.A.|Sharif N.H.|Tameem M.S.P.|Chowdhury S.M.M.H.|Kumu M.C.|Hossain M.F.","Daffodil International University","Bangladesh","2019","IoT-based robot with wireless and voice recognition mode","Advances in Intelligent Systems and Computing","814",NA,"743-752","Arduino|Communication|Internet|IoT|Microcontroller|Robotic arm|Sensor|Servo|Voice recognition module|Wi-Fi","© Springer Nature Singapore Pte Ltd. 2019. Nowadays, robots are playing a very important role in industry level and also out of the industry. Dependency on robots is increasing for their fast and reliable working speed and accuracy. Considering that, the demand of robots is increasing every day. This research was conducted focusing on the necessity of robots in our daily life. This paper proposes a system where a robot can be controlled in different ways like voice, wireless, and full automatic mode. The prototype was built and tested. The robot prototype will be able to receive voice commands from short distance. In case of long-distance communication, the user will be able to connect through the Internet using IoT.","Conference Paper","0"
"46","2-s2.0-85054153566","10.1007/978-3-030-00329-6_20",NA,"Varrasi S.|Lucas A.|Soranzo A.|McNamara J.|Di Nuovo A.","Sheffield Hallam University|IBM United Kingdom Limited","United Kingdom","2019","IBM cloud services enhance automatic cognitive assessment via human-robot interaction","Mechanisms and Machine Science","65",NA,"169-176",NA,"© Springer Nature Switzerland AG 2019. Thanks to recent developments in artificial intelligence and social robotics, Human-Robot Interaction (HRI) can be used as a non-invasive screening tool for the assessment of cognitive decline. In this scenario, the robot manages the assessment by providing the instructions to the patient, registering his/her answers and objectively calculating the final score. This service can help to save time and reach a wider population. From the technical point of view, a challenge is to achieve a highly reliable speech and visual recognition as required for a valid scoring of cognitive performance that can support the assessment from a professional. In this article, we evaluate a system for cognitive assessment that makes use of the IBM AI Cloud services embodied in one of the most popular platforms for social robotics: the SoftBank Pepper. Results of a pilot study with 16 human participants shows that IBM Cloud services for speech and visual recognition can improve the system performance in comparison with standard interfaces. Importantly, the improvement allows achieving a significant correlation with one of the most used paper-and-pencil tests and, therefore, the study demonstrates the validity of the robotic approach for cognitive assessment.","Chapter","0"
"47","2-s2.0-85054293836","10.1007/978-3-030-00232-9_7",NA,"Zafar Z.|Paplu S.H.|Berns K.","Technische Universität Kaiserslautern","Germany","2019","Real-Time recognition of extroversion-introversion trait in context of human-robot interaction","Mechanisms and Machine Science","67",NA,"63-70","Human personality|Human-robot interaction|Nonverbal cues","© Springer Nature Switzerland AG 2019. Human personality has always been an esoteric topic in the field of social science. The five-factor model dealing personality traits plays a critical role in the field of communication studies, psychology and philosophy. Judging or recognizing personality trait is undoubtedly a cognitive aspect which requires intelligence. This judgmental process is extremely fuzzy as there are so many facets ingrained in every human. Interestingly, there is no quantitative standard to judge the severity of each facet. Intuitive and perceptive skills do the trick for the person judging personality of another person. In this work, an approach has been presented that uses only nonverbal cues to recognize extroversion-introversion personality. Major facets, e.g., human posture, facial expression, speech duration, rapid body movements, etc. are considered to recognize extroversion-introversion trait. A job interview scenario has been created in which a robot interacts with a candidate and judges his personality trait. Experimental studies validate the approach which is a promising basis for the development of computing approaches capable of predicting a specific personality trait.","Chapter","0"
"48","2-s2.0-85054336799","10.1007/978-981-10-8672-4_25",NA,"Moshayedi A.J.|Agda A.M.|Arabzadeh M.","Islamic Azad University, Isfahan Branch|Department of Medical Engineering","Iran","2019","Designing and implementation a simple algorithm considering the maximum audio frequency of Persian vocabulary in order to robot speech control based on Arduino","Lecture Notes in Electrical Engineering","480",NA,"331-346","Arduino|Audio processing|Audio signal|Hearing system|Sound processing|Speech control|Speech processing","© Springer Nature Singapore Pte Ltd 2019. Based on the definition, speech process is known as the audio signals Conversion process as an input for checking systems by computer algorithms. The importance of this field is for many applications such as aerospace. Automatic translation, providing news texts from lectures, home intelligent automation, Computer games. Serving the blinds and low—power people, collecting and organizing different information resources like books, websites and also facilitate and expedite in educational services. This study has done with the purpose of introducing and testing a simple algorithm for Persian vocabulary and implementation of a robot structure based on the Arduino. The important point of this study is using audio signals in Persian language which has a history less than two decades. Although some attempts such as Nevisa and speech to text conversion software has been made, but based on researcher’s investigation, there was not found a controllable product based on Persian vocabulary. Creating relevant response with the highest audio frequency based on three Persian terms, “right”, “left” and “straight” is the purpose which has considered in this article. In this article, Sound is received by the microphone and through Matlab software by getting and processing maximum received signal frequency, the higher frequency of receiving sound will be determined and transferred to the Arduino board existence on robot through serial communication which leads to a movement reaction based on the definition of this number by a robot. The way of sampling is totally free considering the kind of microphone and distance, and results of this study in the review of three words, “left”, “right” and “straight” is an indicator of the efficiency of the suggested algorithm with the success rate of 73 and 24% failure at the first repetition and with the success rate of 86 and 14% failure at the second repetition.","Chapter","0"
"49","2-s2.0-85055055908","10.1007/978-3-030-01887-0_66",NA,"Roa M.A.|Henze B.|Ott C.","Deutsches Zentrum fur Luft- Und Raumfahrt","Germany","2019","Model-based posture control for a torque-controlled humanoid robot","Biosystems and Biorobotics","22",NA,"344-347",NA,"© Springer Nature Switzerland AG 2019. This talk presents an overview of the development of a full-body model-based passivity approach for posture control of a humanoid robot. The controller exploits passivity properties to provide suitable control inputs for the humanoid robot without requiring a solution to the inverse kinematics problem of the full kinematic chain. The controller has been validated in numerous experiments using the torque-controlled humanoid robot TORO, developed at the German Aerospace Center (DLR).","Chapter","0"
"50","2-s2.0-85055712662","10.1002/nau.23811","30375062","Yoshida M.|Matsunaga A.|Igawa Y.|Fujimura T.|Shinoda Y.|Aizawa N.|Sato Y.|Kume H.|Homma Y.|Haga N.|Sanada H.","Graduate School of Medicine and Faculty of Medicine, The University of Tokyo|University of Tokyo Hospital|Japanese Red Cross Medical Center","Japan","2019","May perioperative ultrasound-guided pelvic floor muscle training promote early recovery of urinary continence after robot-assisted radical prostatectomy?","Neurourology and Urodynamics","38","1","158-164","biofeedback|pelvic floor muscle training|prostate cancer|transperineal|ultrasound","© 2018 Wiley Periodicals, Inc. Aims: The efficacy of perioperative pelvic floor muscle training (PFMT) for continence recovery after robot-assisted radical prostatectomy (RARP) remains unclear. Visualization of the bladder neck and urethra using transperineal ultrasound (US) may promote self-recognition of urethral closure during PFM contraction. This study aimed to examine whether transperineal US-guided PFMT promotes early recovery of post-RARP incontinence. Methods: This prospective cohort study included 116 men undergoing RARP. All men were offered to undergo transperineal US-guided PFMT, and 36 men agreed. The protocol consisted of biofeedback PFMT using transperineal US before RARP and 1-month after RARP with verbal instruction of PFMT immediately after urethral catheter removal. The remaining 80 patients received verbal instruction for PFMT alone. Continence recovery was defined as the number of days requiring a small pad (20 g) per day by self-report. Results: No differences were observed in demographic or peri-operative parameters between the two groups except the longer operative time in the US-guided PFMT group. The mean time until continence recovery was significantly shorter in the US-guided PFMT group (75.6 ± 100.0 days) than in the verbal-PFMT group (121.8 ± 132.0 days, P = 0.037). Continence recovery rates within 30 days were 52.8% (19/36) and 35.4% (28/80) in the US-guided PFMT and verbal-PFMT groups, respectively (P = 0.081). US-guided PFMT was associated with better postoperative continence status (adjusted hazard ratio [95% confidence interval]: 0.550 [0.336-0.900], P = 0.017). Conclusions: The results showed that transperineal US-guided PFMT perioperatively was associated with early recovery of urinary continence after RARP.","Article","0"
"51","2-s2.0-85055807839","10.1007/978-3-030-02053-8_60",NA,"Jacquet B.|Masson O.|Jamet F.|Baratgin J.","P-A-R-I-S Association|Universite Paris 8 Vincennes-St Denis|Universite de Cergy-Pontoise|Institut Jean Nicod","France","2019","On the Lack of Pragmatic Processing in Artificial Conversational Agents","Advances in Intelligent Systems and Computing","876",NA,"394-399","Cognition|Conversations|Natural language processing|Pragmatics|Social artificial agents","© 2019, Springer Nature Switzerland AG. With the increasing demand for automated agents able to communicate with humans, a lot of progress has been made in the field of artificial intelligence in order to produce conversational agents able to sustain open or topic-restricted conversations. Still, they remain far from the capacity of interaction displayed by humans. This article highlights the challenges still faced in artificial social interaction regarding the contextualization of utterances within a conversation, either in chatbots or in more complex social robots, through processing of the pragmatic clues of conversations, using current knowledge in psychology and linguistics. It also suggests a number of points of interest for the development of artificial agents aimed at improving their communication with humans, the relevance of their utterances, and the relationship with the people interacting with them. We believe that in order to be recognized as a social agent, an artificial agent must follow similar rules humans follow themselves when conversing with each other.","Conference Paper","1"
"52","2-s2.0-85055808991","10.1007/978-3-030-02053-8_80",NA,"Silva V.|Soares F.|Esteves J.S.|Pereira A.P.","Universidade do Minho","Portugal","2019","PlayCube: Designing a Tangible Playware Module for Human-Robot Interaction","Advances in Intelligent Systems and Computing","876",NA,"527-533","Human-computer interaction|Playware|Tangible interfaces","© 2019, Springer Nature Switzerland AG. In general, humans can express their intents effortlessly. On the contrary, individuals with Autism Spectrum Disorder (ASD) present impairments in this area. Researchers are employing different technological strategies in order to improve the emotion recognition skills of individuals with ASD. Among those technological solutions, the use of Objects based on Playware Technology (OPT) in context of serious games is getting increasing attention. Following this trend, the present work proposes the development of an OPT module to be used as an add-on to the human-robot interaction with children with ASD in emotion recognition activities. To evaluate the proposed approach, usability tests with typically developing children in a school environment were conducted. Overall, the different evaluations allow estimating how the children interacted with the OPT.","Conference Paper","0"
"53","2-s2.0-85055838195","10.1007/978-3-030-02053-8_159",NA,"Chapman S.|Kirks T.|Jost J.","Fraunhofer Institute for Material Flow and Logistics IML","Germany","2019","Study on Interaction Modalities Between Humans and CPS in Sociotechnical Systems","Advances in Intelligent Systems and Computing","876",NA,"1044-1050","Human factors|Human-Robot-Interaction|User experience","© 2019, Springer Nature Switzerland AG. Nowadays, digitization and automation in manufacturing and logistics facilities lead to cyber-physical systems (CPS) which are interacting with one another and are able to handle complex and yet very flexible processes. Still there are many tasks, which cannot be handled by these CPS, and therefore, the human worker with his cognitive abilities plays a major role in such systems. To enhance the collaboration between CPS and human workers new forms of bidirectional interaction have to be setup and evaluated. In this paper, we analyzed the interaction methods of an automated transport vehicle (ATV). The ATV can be controlled via app on smartphones or tablets, gesture recognition using sensor wristbands or speech control. To obtain information about which interaction possibility should be used we have conducted a case study in which users had to control the ATV by all three modalities. During the evaluation, we examined the feedback of the user on the Likert-scale as well as objectionable information like task fulfillment time and error rate. These results helped us to identify the right interaction modality regarding the interaction task.","Conference Paper","0"
"54","2-s2.0-85055852712","10.1007/978-3-030-02053-8_32",NA,"Beriault-Poirier A.|Prom Tep S.|Sénécal S.","imarklab|Université du Québec à Montréal|HEC Montréal","Canada","2019","Putting Chatbots to the Test: Does the User Experience Score Higher with Chatbots Than Websites?","Advances in Intelligent Systems and Computing","876",NA,"204-212","Chatbots|Online consumer behavior|User experience|Websites","© 2019, Springer Nature Switzerland AG. Chatbots are robots that simulate conversation with human users through instant messaging services. Though the technology is innovative and trendy, what kind of user experience do they provide? To answer this, we conducted an exploratory study with chatbots from different sectors of activity on Facebook Messenger. We invited ten participants to complete six precise search tasks using these chatbots and the corresponding websites from each brand. Based on observation and interviews according to a qualitative approach, our study shows that the user experience scores higher with websites than chatbots, while abandonment rate is higher with chatbots, even though they generate more positive emotions. As a conclusion, until artificial intelligence improves the technology, chatbots have some catching up to do as they are do not score higher than websites to fulfill users’ expectations.","Conference Paper","0"
"55","2-s2.0-85056758140","10.1016/j.chb.2018.08.013",NA,"Desideri L.|Ottaviani C.|Malavasi M.|di Marzio R.|Bonifacci P.","Alma Mater Studiorum Università di Bologna|Emilia Romagna's Regional Centre for Assistive Technology|Università degli Studi di Roma La Sapienza|IRCCS Fondazione Santa Lucia","Italy","2019","Emotional processes in human-robot interaction during brief cognitive testing","Computers in Human Behavior","90",NA,"331-342","Cognitive assessment|Emotion|Human-robot interaction|Non-verbal behaviour|Social robotics","© 2018 Elsevier Ltd With the rapid rise in robot presence in a variety of life domains, understanding how robots influence people's emotions during human-robot interactions is important for ensuring their acceptance in society. Mental health care, in particular, is considered the field in which robotics technology will bring the most dramatic changes in the near future. In this context, the present study sought to determine whether a brief cognitive assessment conducted by a robot elicited different interaction-related emotional processes than a traditional assessment conducted by an expert clinician. A non-clinical sample of 29 young adults (17 females; M = 24.5, SD = 2.3 years) were asked to complete two cognitive tasks twice, in counterbalanced order, once administered by an expert clinician and once by an autonomous humanoid robot. Self-reported measures of affective states and assessment of physiological arousal did not reveal any difference in emotional processes between human-human and human-robot interactions. Similarly, cognitive performances and workload did not differ across conditions. Analysis of non-verbal behaviour, however, showed that participants spent more time looking at the robot (d = 1.3) and made fewer gaze aversions (d = 1.3) in interacting with the robot than with the human examiner. We argue that, far from being a trivial ‘cosmetic change’, using a social robot in place of traditional testing could be a potential way to open up the development of a new generation of tests for brief cognitive assessment.","Article","0"
"56","2-s2.0-85057082764","10.1007/978-3-030-01054-6_58",NA,"Remarczyk M.|Narayanan P.|Mitrovic S.|Black M.","Cognizant Technology Solutions","United States","2019","Our new handshake with the robot: How our changing relationship with machines can make us more human","Advances in Intelligent Systems and Computing","868",NA,"839-851","Artificial intelligence|Automation|Human-machine|Robotics","© Springer Nature Switzerland AG 2019. Very few topics in today’s digital conversations are more en vogue than Artificial Intelligence and Robotics. However, all too often, debate is centred on the machine and not the human side of this rapidly evolving handshake. This paper introduces a framework that structures the relationship from demystifying through to designing and adopting the handshake, and explores impact on enterprises and provides a future outlook.","Conference Paper","0"
"57","2-s2.0-85057114441","10.1007/978-3-030-01054-6_59",NA,"Oliveira M.L.L.|Cerqueira J.J.F.|Filho E.F.S.","Universidade Federal da Bahia","Brazil","2019","Simulation of an artificial hearing module for an assistive robot","Advances in Intelligent Systems and Computing","868",NA,"852-865","Artificial hearing|Artificial neural networks|Cepstral coefficients|Mel Frequency Cepstral Coefficients (MFCCs)|Multilateration","© Springer Nature Switzerland AG 2019. It is proposed in this paper a simulation of an artificial hearing module for a low-cost assistive robot with the purposes of: (1) identifying the speaker; (2) determining the speaker’s location; (3) estimating what emotion is transmitted by his or her speech; and (4) determining an algorithm that links the previous tasks. Mel Frequency Cepstral Coefficients (MFCCs) are used as feature extraction technique, artificial neural networks as classifier and multilateration as technique for locating a sound source. Results from both simulated and public data sets indicate the efficiency of the proposed method.","Conference Paper","0"
"58","2-s2.0-85057194424","10.1016/j.chb.2018.08.026",NA,"Lee S.A.|Liang Y.(.","Chapman University","United States","2019","Robotic foot-in-the-door: Using sequential-request persuasive strategies in human-robot interaction","Computers in Human Behavior","90",NA,"351-356","Credibility|Foot-in-the-door|Media equation|Persuasion|Robot|Robotic foot-in-the-door|Sequential compliance gaining","© 2018 Elsevier Ltd The current study investigates the effectiveness of sequential-request strategies that robots may employ to persuade humans. Specifically, this study focuses on the foot-in-the-door technique, whereby a small request is made first and is then followed up with a larger, actual target request. Participants played a trivia game with an ostensibly autonomous robot teammate. At the end of the game, the robot asked participants to complete a series of pattern recognition tasks, either by requesting directly or by starting with a small request, then following with a larger request. The results demonstrated a strong foot-in-the-door effect, suggesting a robot's potential to persuade humans using verbal message strategies. The robot's performance or perceived credibility did not influence compliance. This robotic foot-in-the-door effect provides some important practical implications for designers and developers who aim to enhance the persuasive outcomes of human-robot interaction.","Article","0"
"59","2-s2.0-85057208170","10.1016/j.chb.2018.08.027",NA,"Edwards C.|Edwards A.|Stoll B.|Lin X.|Massey N.","Western Michigan University|Cornell University|Pennsylvania State University","United States","2019","Evaluations of an artificial intelligence instructor's voice: Social Identity Theory in human-robot interactions","Computers in Human Behavior","90",NA,"357-362","Age|AI|CASA|Credibility|HRI|Social identity theory|Social presence|Voice","© 2018 Elsevier Ltd This study employs the Computers are Social Actors (CASA) paradigm to extend the predictions of Social Identity Theory (SIT) to human-robot interaction (HRI) in the context of instructional communication. SIT posits that individuals gain a sense of personal worth from the groups with which they identify. Previous research has demonstrated that age group identification is meaningful to individuals’ self-concepts. Results demonstrated that higher age identified students rated the older A.I. voice instructor (representing an out-group member) higher for credibility and social presence and reported more motivation to learn than those students with low age identification. Implications are discussed for SIT and design features of computerized voices.","Article","0"
"60","2-s2.0-85057786065","10.1007/978-3-319-99885-5_15",NA,"Rodriguez I.|Manfré A.|Vella F.|Infantino I.|Lazkano E.","Universidad del Pais Vasco|Istituto Di Calcolo E Reti Ad Alte Prestazioni, Rende","Spain|Italy","2019","Talking with Sentiment: Adaptive Expression Generation Behavior for Social Robots","Advances in Intelligent Systems and Computing","855",NA,"209-223","Cognitive robotics|Generative adversarial network|Human-robot interaction|Social robotics","© 2019, Springer Nature Switzerland AG. This paper presents a neural-based approach for generating natural gesticulation movements for a humanoid robot enriched with other relevant social signals depending on sentiment processing. In particular, we take into account some simple head postures, voice parameters, and eyes colors as expressiveness enhancing elements. A Generative Adversarial Network (GAN) allows the proposed system to extend the variability of basic gesticulation movements while avoiding repetitive and monotonous behavior. Using sentiment analysis on the text that will be pronounced by the robot, we derive a value for emotion valence and coherently choose suitable parameters for the expressive elements. In this way, the robot has an adaptive expression generation during talking. Experiments validate the proposed approach by analyzing the contribution of all the factors to understand the naturalness perception of the robot behavior.","Conference Paper","0"
"61","2-s2.0-85057823193","10.1007/978-3-319-99885-5_14",NA,"Vega A.|Manso L.J.|Cintas R.|Núñez P.","Universidad de Extremadura|Aston University","Spain|United Kingdom","2019","Planning Human-Robot Interaction for Social Navigation in Crowded Environments","Advances in Intelligent Systems and Computing","855",NA,"195-208",NA,"© 2019, Springer Nature Switzerland AG. Navigation is one of the crucial skills autonomous robots need to perform daily tasks, and many of the rest depend on it. In this paper, we argue that this dependence goes both ways in advanced social autonomous robots. Manipulation, perception, and most importantly human-robot interaction are some of the skills in which navigation might rely on. This paper is focused on the dependence on human-robot interaction and uses two particular scenarios of growing complexity as an example: asking for collaboration to enter a room and asking for permission to navigate between two people which are talking. In the first scenario, the person physically blocks the path to the adjacent room, so it would be impossible for the robot to navigate to such room. Even though in the second scenario the people talking do not block the path to the other room, from a social point of view, interrupting an ongoing conversation without noticing is undesirable. In this paper we propose a navigation planning domain and a set of software agents which allow the robot to navigate in crowded environments in a socially acceptable way, asking for cooperation or permission when necessary. The paper provides quantitative experimental results including social navigation metrics and the results of a Likert-scale satisfaction questionnaire.","Conference Paper","0"
"62","2-s2.0-85057874949","10.1007/978-3-319-99885-5_5",NA,"González-Medina D.|Romero-González C.|García-Varea I.","Universidad de Castilla-La Mancha","Spain","2019","Combination of Semantic Localization and Conversational Skills for Assistive Robots","Advances in Intelligent Systems and Computing","855",NA,"56-69","Artificial vision|Assistive robotics|Human-robot interaction|Smart homes|Speech recognition","© 2019, Springer Nature Switzerland AG. The recognition of objects and their features is a fundamental task for social robots that could be improved with the combination of different sources of information, such as the ones provided by visual or speech understanding systems. In this paper, we present a first approach to fusion semantic localization and conversational skills for social robots which may act as assistants. Our solution is based on a mobile robot that is able to detect and recognize objects from an environment and store them in its base of knowledge to later act as an assistant for any user who is searching for any object. In the conversation the robot tries to help the user to find a specific object depending of the location and the features of the object which is looking for. The proposal has been empirically evaluated within a research lab where the robot recognizes objects in the environment and the users require, by means of speech commands, finding suitable objects that are placed in the environment.","Conference Paper","0"
"63","2-s2.0-85058179983",NA,NA,"Jonell P.|Bystedt M.|Fallgren P.|Kontogiorgos D.|Lopes J.|Malisz Z.|Mascarenhas S.|Oertel C.|Raveh E.|Shore T.","The Royal Institute of Technology (KTH)|Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento em Lisboa|Universität des Saarlandes","Sweden|Portugal|Germany","2019","Farmi: A framework for recording multi-modal interactions","LREC 2018 - 11th International Conference on Language Resources and Evaluation",NA,NA,"3969-3974","Human-robot interaction|Multimodal interaction|Multisensory processing","© LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved. In this paper we present (1) a processing architecture used to collect multi-modal sensor data, both for corpora collection and real-time processing, (2) an open-source implementation thereof and (3) a use-case where we deploy the architecture in a multi-party deception game, featuring six human players and one robot. The architecture is agnostic to the choice of hardware (e.g. microphones, cameras, etc.) and programming languages, although our implementation is mostly written in Python. In our use-case, different methods of capturing verbal and non-verbal cues from the participants were used. These were processed in real-time and used to inform the robot about the participants' deceptive behaviour. The framework is of particular interest for researchers who are interested in the collection of multi-party, richly recorded corpora and the design of conversational systems. Moreover for researchers who are interested in human-robot interaction the available modules offer the possibility to easily create both autonomous and wizard-of-Oz interactions.","Conference Paper","1"
"64","2-s2.0-85059068828",NA,NA,"NA NA","NA","NA","2019","8th International Workshop of Advanced Manufacturing and Automation, IWAMA 2018","Lecture Notes in Electrical Engineering","484",NA,"",NA,"The proceedings contain 89 papers. The special focus in this conference is on Advanced Manufacturing and Automation. The topics include: HDPS-BPSO based predictive maintenance scheduling for backlash error compensation in a machining center; influence of the length-diameter ratio and the depth of liquid pool in a bowl on separation performance of a decanter centrifuge; LSTM based prediction and time-temperature varying rate fusion for hydropower plant anomaly detection: A case study; wind turbine system modelling using bond graph method; on opportunities and limitations of additive manufacturing technology for industry 4.0 era; operator 4.0 – Emerging job categories in manufacturing; reliability analysis of centrifugal pump based on small sample data; research on horizontal vibration of traction elevator; research on real-time monitoring technology of equipment based on augmented reality; A DEMO of smart manufacturing for mass customization in a lab; Research on the relationship between sound and speed of a DC motor; review and analysis of processing principles and applications of self-healing composite materials; Scattered parts for robot bin-picking based on the universal V-REP platform; brain network analysis based on resting state functional magnetic resonance image; development of bicycle smart factory and exploration of intelligent manufacturing talents cultivation; the journey towards world class maintenance with profit loss indicator; initiating industrie 4.0 by implementing sensor management – Improving operational availability; a prediction method for the ship rust removal effect of pre-mixed abrasive jet; a review of dynamic control of the rigid-flexible macro-micro manipulators; analysis of speech enhancement algorithm in industrial noise environment.","Conference Review","0"
"65","2-s2.0-85059074341","10.1007/978-3-030-04585-2_11",NA,"Liu L.|Zhu S.|He D.|Ma Y.|Zhang X.|Huang J.|Li J.","Fujian University of Technology","China","2019","Design and realization of intelligent voice-control car based on raspberry Pi","Smart Innovation, Systems and Technologies","128",NA,"87-95","Intelligent car|Remote control|Speech recognition|Turing","© Springer Nature Switzerland AG 2019. This paper introduces an intelligent voice-control car based on Raspberry Pi. The user’s speech is recorded and uploaded to Baidu cloud to be recognized and analyzed by Baidu speech recognition technology. The intelligent car movement can be controlled according to the returned recognition results if control commands included. Meanwhile, Turing robot technology enables the car to dialogue with the users. The car can also be remotely controlled by using computers and other intelligent devices in real time. The testing shows that no matter it is on-site operation or remote operation, the car can work efficiently with high correction of speech recognition.","Conference Paper","0"
"66","2-s2.0-85059123173","10.1016/j.urology.2018.07.062","30598205","Whitaker D.L.|White W.M.","University of Alabama School of Medicine|University of Tennessee Medical Center","United States","2019","Editorial Comment","Urology","123",NA,"155-156",NA,NA,"Note","0"
"67","2-s2.0-85059660031","10.1007/978-981-13-1742-2_25",NA,"Gomez H.F.A.|Arias S.A.T.|Lozada T.E.F.|Martínez C.C.E.|Robalino F.|Castillo D.|Luz P.","Universidad Técnica de Ambato|Universidad Regional Autónoma de los Andes|Universidad Indoamerica","Ecuador","2019","Emotional strategy in the classroom based on the application of new technologies: An initial contribution","Smart Innovation, Systems and Technologies","106",NA,"251-261","Emotions|Student|Technologies","© 2019, Springer Nature Singapore Pte Ltd. The main purpose of a class is for students to generate positive emotions and to maintain them along the semester; in this way, students not only learn but also manage to retain learning in order to be applied in concrete and real facts. In this study we show a learning mechanism based on the inclusion of NTICS based on our EVA robot. The initial results showed that the level of attention in positive emotions was 100% of the class. During the course of 2 months it decrease due to the lack of updates in the technology operation introduced in the process. However, the results in the study time show a positive emotional level greater than 60% and a concentration level of 80%. All these based on speech and analysis of facial emotion. These results are primary in the inclusion of new technologies in the classroom, so we propose conclusions and recommendations that will improve our future research.","Conference Paper","0"
"68","2-s2.0-85059819618","10.2316/J.2019.206-5163",NA,"Zheng M.|Liu P.X.|Meng M.Q.H.","Beijing Jiaotong University|Carleton University|Chinese University of Hong Kong","China|Canada|Hong Kong","2019","Interpretation of human and robot emblematic gestures: Howdo they differ?","International Journal of Robotics and Automation","34","1","55-70","Emblematic gestures|Human-robot interaction|Humanoid robot|Robot gesture design|Social robotics","© 2019 E-flow Acta Press/IASTED. All rights reserved. Human gestures are often directly adopted in gesture design for humanoid robots when human-robot interaction is considered, but the interpretations of human and robot gestures can vary due to the structural difference between human and robot and due to people's perceptual difference of human and robot. In this paper, we investigate how people interpret human and robot gestures differently using emblematic gestures, a type of gesture with specific verbal translations. Nine commonly used emblems performed by a human were evaluated by 32 participants, and the nine emblems performed by a NAO humanoid robot were evaluated by another 32 participants. We compared participants' interpretations of the human and robot emblems systematically. The results indicate that the multimessage gesture and multigesture message characteristics of human emblems also exist in robot emblems. However, participants' recognition rates of robot emblems are lower than those of human emblems in many cases. The human and robot emblems can also vary in interpretations and corresponding percentages. Some interpretations of human emblems do not appear in robot emblems and vice versa; even when the interpretations of human and robot emblems are consistent, the corresponding percentage of each interpretation can vary between human and robot. Besides, participants' recognition of robot emblems can be affected by their familiarity with humanoids.","Article","0"
"69","2-s2.0-85059822330","10.1007/978-3-030-05594-3_16",NA,"Kotov A.|Arinkin N.|Zaidelman L.|Zinina A.","National Research Centre ""Kurchatov Institute""|Russian State University for the Humanities","Russian Federation","2019","Linguistic approaches to robotics: From text analysis to the synthesis of behavior","Communications in Computer and Information Science","943",NA,"207-214","Emotional agents|Robot companions|Semantic processing|Syntactic parsers","© Springer Nature Switzerland AG 2019. We examine the problem of “understanding robots” and design an F–2 emotional robot to “understand” speech and to support human-like behavior. The suggested system is an applied implementation of the theoretical concept of robotic information flow, suggested by M. Minsky (“proto-specialists”) and A. Sloman (CogAff). This system works with real world input – natural texts, speech sound – and produces natural behavioral output – speech, gestures and facial expressions. Unlike other chatbots, the system relies on semantic representation and operates with a set of d-scripts (equivalents to proto-specialists), extracted from advertising and mass media texts as a classification of basic emotional patterns. The process of “understanding” is modelled as the selection of a relevant d-script for the incoming utterance.","Conference Paper","0"
"70","2-s2.0-85059832489","10.1002/ad.2398",NA,"Young L.","NA","NA","2019","‘I'm a Cloud of Infinitesimal Data Computation’ When Machines Talk Back: An interview with Deborah Harrison, one of the personality designers of Microsoft's Cortana AI","Architectural Design","89","1","112-117","2001: A Space Odyssey|343 team|Alexa|Amazon|Apple|Bisojo|Cortana|Crypton Future Media|Deborah Harrison|Dr Kohei Ogawa|DX7 keyboard synthesiser|ERATO ISHIGURO Symbiotic Human–Robot Interaction Project|ERICA (ERato Intelligent Conversational Android)|Geminoid HI-4|Google|Halo|Hatsune Miku|Her|Japanese AI pop star|KEI|Microsoft|Otaku features|Post-Anthropocene|Professor Hiroshi Ishiguro's Intelligent Robotics Laboratory|Scarlett Johannson|Siri|Spike Jonze|Spotify|Stanley Kubrick|University of Osaka|Vocaloid|Wataru Sasaki|Xbox","Copyright © 2019 John Wiley  &  Sons, Ltd. How is the personality of an artificial intelligence crafted, and what are the issues at stake? As one of the original architects of Microsoft's digital assistant Cortana's personality, Deborah Harrison knows the process inside out. In an interview with Guest-Editor Liam Young, she examines the questions that creating this AI raised in terms of gender, culture and ethics, and considers the future of machine interactions. Wataru Sasaki, lead developer of the software behind the AI pop star Hatsune Miku, and android engineer Kohei Ogawa also join the discussion.","Article","0"
